book_id,title,authors,average_rating,isbn,isbn13,language_code,num_pages,ratings_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,published_year,original_publication_year,original_title,image_url,publisher,description,genres
179,The Supernatural and English Fiction,Glen Cavaliero,2.13,1045735922,6940165035170,en,296,393,117,98,78,58,42,1995,1995,The Supernatural and English Fiction,https://books.google.com/books/content?id=AzFaAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Oxford University Press, USA","This book is the first ever to describe and discuss all the principal English writers who have handled the subject of the supernatural. Among those included in Glen Cavaliero's absorbing study are James Hogg, Sheridan Le Fanu, Henry James, Rudyard Kipling, Walter de la Mare, M. R. James, John Cowper Powys, William Golding, Iris Murdoch, and Muriel Spark. As well as analysing the senses in which the supernatural may be understood, he relates them to different kinds of fiction, such as the Gothic novel, the occultist romance, the ghost story, novels of paranormal psychology, nature mysticism, and late twentieth-century uses of allegory and fable. He examines the impact of supernaturalist themes upon naturalistic writers, and discusses the relevance of the supernatural to the question of the truthfulness of fiction, and to contemporary literary theory and its ideological accompaniments.",History
180,"Space, Cosmology and Fiction",Joan Solomon,3.3,5169576649,5509835272923,en,56,5716,571,857,2286,1429,573,1983,1983,"Space, Cosmology and Fiction",https://books.google.com/books/content?id=6iVFAAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Wiley-Blackwell,"""Space, Cosmology and Fiction begins with the confrontation between Galileo and the Church. It then follows some of the scientific discoveries which led to modern cosmology, to the excitement of science fiction, and to the present possibilities of space technology""--Page 4 of cover.",Literary Criticism
181,History and Fiction in Galdós's Narratives,Geoffrey Ribbans,4.41,0505711679,5517192325295,en,336,6432,128,514,964,2251,2575,1993,1993,History and Fiction in Galdós's Narratives,https://books.google.com/books/content?id=BiNfAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Oxford University Press, USA","Galdos wrote prolifically in two distinct narrative modes: some twenty major 'contemporary novels' in the realist tradition and a special sort of historical novel he called the episodio nacional. The reign of Isabella II (1843-68) and the revolutionary period which followed until 1875 was a time of exceptional volatility in Spain, and Geoffrey Ribbans's comprehensive study shows how each of Galdos's two narrative modes adopts a particular technique in its treatment of Spanish history and politics. The episodio is tightly bound to historical events and timescale, though it skilfully incorporates its fictional characters into this framework; the novel on the other hand is embedded in historical reality in a constant but less systematic manner.",Literary Criticism
182,Holt Anthology of Science Fiction,Holt Rinehart & Winston,2.6,0030529476,9780030529474,en,324,5851,1755,1462,1170,877,587,2000,2000,Holt Anthology of Science Fiction,https://books.google.com/books/content?id=p4iTbQm8kR8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,Holt McDougal,Includes: an introduction to the genre of science fiction -- stories relating to the various areas of science by leading authors in the field -- Bibliographical information on authors -- References for additional reading -- Critical thinking questions.,Juvenile Fiction
183,Stranger Than Fiction,Melvin Berger,4.47,0380760363,9780380760367,en,100,6350,127,508,952,2222,2541,1990,1990,Stranger Than Fiction,https://books.google.com/books/content?id=c8EU07habLEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Simon & Schuster,"This account explores the world of killer bees, fire ants, & other such bugs.",Juvenile Nonfiction
184,Content-Based Chapter Books Fiction (Science: Planet Patrol): Antarctic Adventure,Rebecca L. Johnson,4.8,0792258525,9780792258520,en,68,613,6,24,61,153,369,2007,2007,Content-Based Chapter Books Fiction (Science: Planet Patrol): Antarctic Adventure,https://books.google.com/books/content?id=SZ1iE5WfIOIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,National Geographic Society,"""Four students travel to dry, icy Antarctica to study the AdeÌ1lie penguins. They use all they have learned to make an important rescue by themselves""--Publisher's website",Language Arts & Disciplines
185,The Country of the Pointed Firs and Other Fiction,Sarah Orne Jewett,4.23,3539209663,317974303409,en,404,6324,126,505,948,2213,2532,1996,1996,The Country of the Pointed Firs and Other Fiction,https://books.google.com/books/content?id=46gfAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Oxford University Press, USA","This volume includes Jewett's classic novella and 13 of her short stories, written towards the end of her career. The introduction, a pharmacopoeia, and extensive explanatory notes suggest a variety of ways to explore Jewett's subtle fiction.",Fiction
186,Fact and Fiction in Modern Science,Henry Vincent Gill,4.85,1290543331,9698376566736,en,214,6325,63,253,632,1581,3796,1944,1944,Fact and Fiction in Modern Science,https://books.google.com/books/content?id=kAc6AAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Macmillan Publishers,This is a fictional description for the book 'Fact and Fiction in Modern Science' by Henry Vincent Gill.,Catholics
187,British Fantasy and Science-fiction Writers Before World War I,Darren Harris-Fain,2.04,0846422504,6027802084037,en,392,1428,428,357,285,214,144,1997,1997,British Fantasy and Science-fiction Writers Before World War I,https://books.google.com/books/content?id=S8wUAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Dictionary of Literary Biograp,"Essays on British writers of fantasy and science fiction during a time when science, technology and industrialization made increasingly impressive inroads from the Enlightenment to World War I.A gradual emphasis on social improvement, including literature, involved efforts to increase literacy through expanding material to read. During this period, publication of newspapers, penny dreadfuls and dime novels lead to pulp magazines and other popular periodicals.",Biography & Autobiography
188,Technology Fiction,"Uwe Fraunholz, Anke Woschech",2.46,3839420725,9783839420720,de,309,7445,2233,1861,1489,1116,746,2014,2014,Technology Fiction,https://books.google.com/books/content?id=QanJBAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,transcript Verlag,"Zu den zentralen Merkmalen der Hochmoderne zählte ein von technischen Visionen und Utopien befeuertes szientistisches Fortschrittsversprechen. Anhand historischer Fallstudien zu zeitgenössischen Technikdiskursen und den dabei vorgenommenen Bedeutungszuschreibungen untersuchen die Beiträge in diesem Band, welche Rolle technische Visionen und Utopien bei der Entstehung und für das robuste Beharrungsvermögen des omnipräsenten Technikoptimismus spiel(t)en. Neben Energie- und Mobilitätsvisionen werden spezifisch sozialistische Technikutopien sowie Medien der Popularisierung in den Blick genommen.",History
189,Notices of the Proceedings,Royal Institution of Great Britain,3.04,8937155040,9780960703928,en,638,9385,938,1407,3754,2346,940,1887,1887,Notices of the Proceedings,https://books.google.com/books/content?id=9JVscuBcAw8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Wiley,This is a fictional description for the book 'Notices of the Proceedings' by Royal Institution of Great Britain.,Science
190,"The Saturday Review of Politics, Literature, Science and Art","Michael Miller, John Anderson, Robert Moore",3.63,7331675600,6544534484374,en,840,9535,476,953,2383,3814,1909,1876,1876,"The Saturday Review of Politics, Literature, Science and Art",https://books.google.com/books/content?id=eOhAAQAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,HarperCollins,"This is a fictional description for the book 'The Saturday Review of Politics, Literature, Science and Art' by Michael Miller, John Anderson, Robert Moore.",Art
191,"The Saturday Review of Politics, Literature, Science, Art, and Finance",Linda Moore,1.16,8498450391,9298221207395,en,952,2961,888,740,592,444,297,1887,1887,"The Saturday Review of Politics, Literature, Science, Art, and Finance",https://books.google.com/books/content?id=y1sxAQAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Oxford University Press,"This is a fictional description for the book 'The Saturday Review of Politics, Literature, Science, Art, and Finance' by Linda Moore.",Art
192,"Walford's Guide to Reference Material: Generalia, language and literature, the arts","Albert John Walford, Marilyn Mullay, Priscilla Schlicke, Library Association",4.15,0373301250,2055606352542,en,1212,9468,189,757,1420,3313,3789,1996,1996,"Walford's Guide to Reference Material: Generalia, language and literature, the arts",https://books.google.com/books/content?id=XlfhAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,London : Library Association Publishing,"From its first edition the purpose of Walford has been to identify and evaluate the widest possible range of reference materials. No rigid definition of reference is applied. In addition to the expected bibliographies, indexes, dictionaries, encyclopaedias, and directories, a number of important textbooks and manuals of general practice are included. While the majority of the items are books, Walford is a guide to reference material. Thus periodical articles, microforms, online and CD-ROM sources are all represented. In this volume a particular effort has been made to improve coverage of the latter two categories.",Art
193,Journal and Proceedings of the Hamilton Association,"Michael Wilson, David Davis, James Thomas",1.83,0059730519,852999613695,en,988,7886,2365,1971,1577,1182,791,1891,1891,Journal and Proceedings of the Hamilton Association,https://books.google.com/books/content?id=lK47AQAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Oxford University Press,"This is a fictional description for the book 'Journal and Proceedings of the Hamilton Association' by Michael Wilson, David Davis, James Thomas.",Science
194,"Notices of the Proceedings at the Meetings of the Members of the Royal Institution, with Abstracts of the Discourses",Royal Institution of Great Britain,4.88,4558675981,6707655310782,en,632,4460,44,178,446,1115,2677,1887,1887,"Notices of the Proceedings at the Meetings of the Members of the Royal Institution, with Abstracts of the Discourses",https://books.google.com/books/content?id=XMoNAQAAIAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Scholastic,"This is a fictional description for the book 'Notices of the Proceedings at the Meetings of the Members of the Royal Institution, with Abstracts of the Discourses' by Royal Institution of Great Britain.",Science
195,Journal and Proceedings of the Hamilton Association,Hamilton Association,3.12,8040019633,8927857423117,en,814,2424,242,363,969,606,244,1891,1891,Journal and Proceedings of the Hamilton Association,https://books.google.com/books/content?id=RpY5mhHCkjUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Macmillan Publishers,This is a fictional description for the book 'Journal and Proceedings of the Hamilton Association' by Hamilton Association.,Science
196,Current,"Emily Moore, John Taylor, David Johnson",4.54,9552247552,9702729031128,en,444,105,1,4,10,26,64,1884,1884,Current,https://books.google.com/books/content?id=0xDnAAAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Cambridge University Press,"This is a fictional description for the book 'Current' by Emily Moore, John Taylor, David Johnson.",Art
198,The Visitor,Lee Child,3.78,0553811886,9780553811889,en,516,9881,494,988,2470,3952,1977,2001,2001,The Visitor,https://books.google.com/books/content?id=UGUahZnpa0MC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Random House,"Sergeant Amy Callan and Lieutenant Caroline Cook have a lot in common. Both were army high-flyers. Both were acquainted with Jack Reacher. Both were forced to resign from the service. Now they're both dead. Both were found in their own home, naked, in a bath full of paint. Both apparent victims of an army man. A loner, a smart guy with a score to settle, a ruthless vigilante. A man just like Jack Reacher.",Armies
199,He Will Be My Ruin,K.A. Tucker,3.84,1501112074,9781501112072,en,352,2677,133,267,669,1070,538,2016,2016,He Will Be My Ruin,https://books.google.com/books/content?id=LlV2CwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Simon and Schuster,"K.A. Tucker makes her suspense debut with this sexy, heart pounding story of a young woman determined to find justice after her best friend's death.",Fiction
